sem,course,index,id,class,score
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,1,0036a7d7f1e518b395edb3430bae246d0d55115ea685194f1852e8434ea304f5,ITIT13NE1,57
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,10,bf91b02ac99a8b29adfc54c378fe12b35a8ad91d773392bae23eda430c1491f4,ITIT15CS1,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,11,42af443b467e52ec3b18da935f3d004fa9658f5fa3d09150fe90a07f48a31000,ITIT15IU21,PC
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,12,1e928f772f3069037f4c07b7e9d537b1c6a1f35bf37c99160edd87019e20a9d2,ITIT15CS1,76
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,13,292c143db69a16e9afb903756cf53fbbb5efe726963f66608a0ff8bdfe185d9a,ITIT15IU21,58
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,14,8e9813a9b7e5c4c676682a2432c5cf7a1313d05b6f770c40760cce557859b6d4,ITIT16CS1,61
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,15,7d9ff1400daa1129b022ec9d48ba370a2b9bbaecc82632160991e6381b2dd0dc,ITIT16CS1,77
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,16,6c52f88d7ae1ad4cf6ccd6c6a15fc7eab6da7f82b1d17933386179efa95d460b,ITIT16CS1,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,17,51a31129dca51d1fef957e60502519e7fed9ce1a014d32849c1af7759ccf6eb1,ITIT16CS1,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,18,964cf0c737f482be7ce484e82e775311f3fd2f9ea8f9aa2f1fef6b2ef72104bf,ITIT16CS1,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,19,532aec7c280796b74a50874a19d585a90be46fbdd98d938281ce112b0a63e670,ITIT16CS1,61
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,2,c8fadef8a364c6814cd8040721e6fca5453280f659b7d1798472b93468164028,ITIT14CS1,58
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,20,255847463c6b68826cca8dd145936968e1309454b48cc2dcb00c4873ee1d3561,ITIT16CS1,72
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,21,bb49c02700808e8a65e06f92c3eeed6a978fc622b674611ab460ea99b8dcda5f,ITIT16CS1,80
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,22,c4f0eda68286eed66c6ce0e2015aa941dcfd6b80326407def9df4d78e06b5a25,ITIT16CS1,77
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,23,f7220ceae8686c8f9adb24feb1b22c6422bd092e19001c0a7c465f76672344c5,ITIT16CS1,77
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,24,4502e21dd90792dd68834c10622bc9b53053930d20d0090474ca8fe4c6d83a5b,ITIT16CS1,58
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,25,6d91e3e67bea27da5fb6a4239794b4c106f5e98446d5f5657d1e330e726eb0ef,ITIT16CS1,56
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,26,8914f9c908294eff30851a574e93973b0b7147cb06ba90281e784c89f1124b71,ITIT16CS1,67
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,27,2c03c6220cb253ee72febd488add7987344dd04363c965a2185efadedfef3794,ITIT16CS1,58
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,28,81453e25e1f7d3bfd277297743a4480b0764975abd5061186fd5879c131bf60b,ITIT16CS1,69
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,29,0cd277e7f456843aacae29ae6fe135f5801a21a141f0add28a3f0c2310b325e6,ITIT16CS1,56
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,3,f05d3684a4028059c7bce3b6f249dbe2fcf44ec5e3b7179e23096f16bf7bb8bd,ITIT14NE1,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,30,4f7781c2e501dcc76f5655fc83efd273c185ef0b429535723b35450af6cc568d,ITIT16CS1,81
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,31,e3d0bc3c5e9462f5d438a3878b505013581e22358903d5ee5fd27374e3e555d4,ITIT16CS1,72
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,32,445b04fcbd6dfb9ab7ae1b88cd003e10dd9196e20df1a1040ad8641530468ec4,ITIT16CS1,67
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,33,fabe9e38a7793ce248c03d6db6c343f28aaa01cd5efcb38f103b78d7abcf1ca1,ITIT16CS1,66
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,34,f543a1899471bd1ed800eb7d92d60c540c1f677537c4b66aafa707a2c6ec2067,ITIT17CS2,56
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,4,a535f082a13a781c1bfcee24a9a0118c89f5f218f4976d6d18a6dec55702f888,ITIT14NE1,PC
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,5,3315d75a35b69a97bd9e1a7baa21385ed5d39be70aa46fc0edd422690ab14952,ITIT15CS1,66
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,6,92ae954479d7cc4b63675fb9d9ce47db484720181e834388917b1e2b4ccc7556,ITIT15IU21,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,7,99770097c358ea69124bb0b6aef652a4bbbaad5691945fe3fce13135f72b4041,ITIT15NE1,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,8,fba9f0b32e3c42ebbbf193ed7e922a1e437c264faa6db8d0db4b1acada62eff2,ITIT15CS1,55
191,277c12fb9a2ae1b0ef21f62050de81fe20f29a4f1d9d0cc4d569fa5cd2604831,9,b18544ee418bc9d0f1da0028c1f141a60569b5f16406c692977d48eaa5e9c2f2,ITIT15CS1,55
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,1,84a86af1e5b5dbcd65de1aad83160f4f6889a220fc9de988c862b55748c0b14e,ITIT12NE,64
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,10,354a123c9f5367fcecd36c8b23251f28de1a8318deb4d25a4ed80ab58d23a4bc,ITIT14CS1,78
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,11,51edabd01651330c8557843a8126bf4bb9694816182c87ceba121d97c1b4a2f6,ITIT15NE1,85
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,12,39ea7c455f522151934a023a9bb16f45b4f8f21a08247f46210611157b78fc48,ITIT15CS1,86
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,13,d8d35509a70632cb0525284693413f627f9aafe335fdf426cb9ad855365494fb,ITIT15CS1,81
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,14,36330a66d5a17861ac5af16bb63cc995f8a8b719a666081e34d335dff6f69f90,ITIT15CS1,74
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,15,ef3b8eb6f44aabca7d4ef2ab5a94f27b3fa2a5209807770367feba809ef4da87,ITIT15CS1,0
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,16,c1e01bb2dc63aeb8ce3a718c8886ca68e180cccef205fe47931b6c205023fffc,ITIT15CS1,85
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,17,da4e42b2889099f91d3a04f7ea04f6015795c0fb1c0a5772b748c4fb5e771c58,ITIT15CS1,0
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,18,d345dbc439b0bd9cac9e291a4147e5fcde439aae782bb6a13242afc2da34f725,ITIT15CS1,
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,19,a6f1735ccdcb161abd34e191f4a2e5fe6578f6176e125bb1fb1a63df77a7b4b4,ITIT15CS1,80
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,2,0036a7d7f1e518b395edb3430bae246d0d55115ea685194f1852e8434ea304f5,ITIT13NE1,81
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,20,881019a5dd7ee25fee591230629e29cfa0ac6536926016487b3e174c75a64f76,ITIT15CS1,95
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,21,0aef0f1cb3ff76ca310a3e14569a1d99699502ef7daf5e18702a719efba94b5e,ITIT15CS1,0
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,22,574c0ee5683279c0ab5c5f11966e228f5f0254b2290539169a31659169971f4a,ITIT15CS1,72
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,23,fc1e9f024151a8d4f1282fa7521df9e98df9bee3add212090ec6a2e92d775344,ITIT15CS1,73
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,24,985ccefc371396cfa0483571efb3209328b39759820b224839bd3bc9db0c910e,ITIT15CS1,79
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,25,4e4063b4c3d35a8d0adeff8530f5ad9adfc3517216a7b897e806d26811a90043,ITIT15CS1,91
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,26,60b0afe54ee731f0df8c4f97f3cdf7b7320e975074fc67e61cb274716d378cc2,ITIT15IU21,82
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,27,5267df642c49a288f02a8f303d74c3e070982b8ee946eece16f366a859d94773,ITIT15CS1,81
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,3,2535799336fdf10c98e456a97f45bdbddde1534ea8e8ef57a6d07dc620f18605,ITIT13NE1,72
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,4,e1f4a56a0a85a5a32cc58fca119918b2851ee87f04337aed98b9dc1aa59ab710,ITIT13CS,80
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,5,c85f87ea46cd7e2590858b43eccc552f876d2a671d317e0fdc1f2a0abf15db67,ITIT13CS,0
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,6,07419fab48150d1107eb3c656247ecd20b7bb04916d0ddc2a563521f3a30066a,ITIT14CS1,0
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,7,3cc1c9f49ec9067e8250174a92ecf2a4a9d0e557e472101d30d20b0128d52809,ITIT14CS1,77
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,8,df1722cc147f5236d0b7133f6cfe167cfed771f8546626d8e70754a27bf8312b,ITIT14CS1,71
191,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,9,86fa06e51c0129abaa4ba3bbfecbdaf6b15b765e50616e814531a9784f9418fe,ITIT14NE1,74
191,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,1,c382cd3206ca346f49a80362407771d7f96fc784b046e7f59daeb258557e6d45,BEBE14IU11,60
191,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,10,aac7450bd3a1117e9c08b0a2871904770e892623dec4fe69eda040d5863b87b5,ITIT19IU31,90
191,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,11,4694624daab15f7b579509cd3a2f083ebfef4df3209bdd97ceea2a2c6f9a3dfe,ITIT19IU31,45
191,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,12,b98297beb0c62c64ded9ba69966f8cc1f558b33fe3a4e9d13eb37df16be2a1f7,ITIT19IU31,60
191,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,13,f772d66901cb2dab996317746707c72c20556934ca71b08a6949bda036a1cf68,ITIT19IU31,PC
191,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,14,bba9f10bf6f81497142e9a11a50bc663523051648462bda4579c28bd168eadf8,ITIT19IU31,55
191,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,15,319ca4112cf651425ccda5a034dc87eb86330984ddd460608eb2bd57808210a5,ITIT19IU31,50
