sem,course,id,class,score
141,65bbe7e0acbb2440036b7c6653e0c394b56d6697112510be153f1a089a2a6e80,a6031f8049885d985847ec17df4e1d78caf466d0b3420dea2b35f760fc9d7fe3,ITIT13UN51,81
141,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,ac7dedcfdf7dcbbc419db57bcc5675b95499a4ac997ccbb9ad55228466019dde,IT08NE11,0
141,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,10eb255b994d1d9cb9ad085bf6d66b7b45efeffee29d452891dc7746422dbddd,IT09NE11,0
141,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,a33b7c264cf612c13bf843e9f1da2b1b3586471d8386b98dc76b4ec64c5421d9,IT09NE11,0
141,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,d448bf1646f4b2fc79932b6ae22865f2476ead73061e28741cc387877b53aa88,IT09CS11,0
141,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,ad69ecfe9052d5e31e129812ae87716f37fadb0701e46f32a9f237db91665f2a,ITCS10IU11,0
141,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,0006eab400c1e2244f1c0443324058bf99e8a09e4821e0f6a592f6bb2d0dfd73,ITIT13IU51,0
141,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,51dacde49bd74ffb8eb3ce052c48ebc4332fc793734712b99189d79943910160,ITIT13IU21,0
141,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,802f3a802b839618e37552501074e8af93894a0a9dc36b3c89b75955163f7ad7,ITIT13IU51,0
141,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,897fa65f064c92b243e13b051644c1b9472d66295c5dcf8095b5780b8a64f4c6,ITIT14IU31,0
141,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,5e7364b65fdc29ae93a7cd47c366bdcf90fe2f9de427241df40454f0095989ae,ITCE13RG11,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,7e97a70bb59c9672454e36b1b7cc9b2bbcb9eefabdfdda512d4f1ee5a1dde0af,ITCS11IU51,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,4552642694ff864ac493d2b94a7d07b3eb743d55b49dd4fa7e3773bb3e573b00,ITIT12IU21,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,380eb18617df5fc3e5fb610be06016bcd23d4fa8fb0a2c1310aa084e76449ce0,ITIT12IU31,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,9df45f4c7b5b98d15a43f03d01776b39ae1fa86e2a2271771ac47186f815425d,ITIT13IU21,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,802f3a802b839618e37552501074e8af93894a0a9dc36b3c89b75955163f7ad7,ITIT13IU51,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,1a17977ca52481baa0406ed6bde1f1faa03ca3f5109923072fc97b950df033a9,ITIT13IU51,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,f2f77005281fbcebbfa96b77490bad9a8f6bd5b7a4031a5a8e17403555665adc,ITIT13IU31,0
141,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,71770376d4ca6d1cb86625924ccf0ca36934204fc1b91ea2a37b2e0679b63549,ITCE13SB31,0
141,27ca7775da9623bdda498e64c0d2b8abbfde9bb3aa6ef2f50753392bfa59fab3,cb5bfd21aa28ac93800729b42b5526d5b41f51397fbfb88d1bcd5e661bf999df,ITIT11NE1,0
141,cdb05bc1c0be18e0095342db65c66e32c425c67296bffa9743a3909b93f9c3dc,4552642694ff864ac493d2b94a7d07b3eb743d55b49dd4fa7e3773bb3e573b00,ITIT12IU21,0
141,cdb05bc1c0be18e0095342db65c66e32c425c67296bffa9743a3909b93f9c3dc,380eb18617df5fc3e5fb610be06016bcd23d4fa8fb0a2c1310aa084e76449ce0,ITIT12IU31,0
141,cdb05bc1c0be18e0095342db65c66e32c425c67296bffa9743a3909b93f9c3dc,802f3a802b839618e37552501074e8af93894a0a9dc36b3c89b75955163f7ad7,ITIT13IU51,0
141,7506d4fac7e57ff636f28b23046ac8b4cad1638d808b2a404066bbfd852cd0c7,10bdb9f401a24310f110542a17aeeacceb34100ac243a1d759e32ba46350d9da,ITIT12IU41,0
141,7506d4fac7e57ff636f28b23046ac8b4cad1638d808b2a404066bbfd852cd0c7,bbf9e7ccdbcc9f3ecf421e332f05838f99f5c3855481a6622f059c3f9494eb19,ITIT12IU31,0
141,7506d4fac7e57ff636f28b23046ac8b4cad1638d808b2a404066bbfd852cd0c7,2c4d6a9bce1fcfa19f46d7781e4f2bb2e6ffd880777277374d11f5bfb3403046,ITIT12IU21,0
141,7506d4fac7e57ff636f28b23046ac8b4cad1638d808b2a404066bbfd852cd0c7,fcdd76badf4b451d4f33548fb245d53a22e028a832b2a3c25354b6e25806c367,ITIT12IU31,0
141,7506d4fac7e57ff636f28b23046ac8b4cad1638d808b2a404066bbfd852cd0c7,d7e1dce0696fb7c3ea9e5a39a414dcb5e845373f85eeb6694dd046adb0847bf0,IT08CS1,0
141,7c257c7c878c44c0929cb23d8d1fbf04903a6bd00c11db82e09d20fa5a4f03aa,cb5bfd21aa28ac93800729b42b5526d5b41f51397fbfb88d1bcd5e661bf999df,ITIT11NE1,0
141,ff7ab309b32c3f8ed04f5704256f44f3e5131a55ad119b8ab3b6658c746434af,f5ae998c616bdfb3113c6546eb03811b2249e5df72e84fde3f0b22cc54204abc,ITIT11IU41,0
141,ec2dbee6e61a5a1b989a74d0890e6fcb1ac0f17138007ad1ac67d3dabb9d6e7b,cb5bfd21aa28ac93800729b42b5526d5b41f51397fbfb88d1bcd5e661bf999df,ITIT11NE1,0
141,19e53a17e10dfe34f21ba81ef11db78a1fa6235ada0d6febd2b21e1b6e7a4e00,1a17977ca52481baa0406ed6bde1f1faa03ca3f5109923072fc97b950df033a9,ITIT13IU51,0
141,19e53a17e10dfe34f21ba81ef11db78a1fa6235ada0d6febd2b21e1b6e7a4e00,c6d748da660dd82ed6ff5ba584b22238492aff00b089b6eadf6fe7b2381e6992,IT09NE11,0
141,19e53a17e10dfe34f21ba81ef11db78a1fa6235ada0d6febd2b21e1b6e7a4e00,7e97a70bb59c9672454e36b1b7cc9b2bbcb9eefabdfdda512d4f1ee5a1dde0af,ITCS11IU51,0
142,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,8fc6e8a9dcbbc06d1f403ddde9004e847dc67e8014ca09b6b4678d0edb156dfd,ITCS10IU11,0
142,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,00f72b2b8a110a7b39ed213ca5cb081e6765e7f8bb16c1c298dc14cc497feea1,IT08NE11,0
142,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,ac7dedcfdf7dcbbc419db57bcc5675b95499a4ac997ccbb9ad55228466019dde,IT08NE11,0
142,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,4de2202cccbd827856a46de8855160edf43ec99ada68522d1739d9b2d88578e3,IT09NE11,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,c30fdf313c763e18bc92e143aaf6402c6e9b42c3e8296c4fcf19a4b8651f49a8,ITIT14UA21,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,b7f25cca865902b71ac26bc942429405ec166532f8666c99b30c1182eb97a7af,ITCE13SB11,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,fd7f3c4a95ab2fd1886438f1afc0ed233c26d05191e327c3146f786e63ce7a27,ITIT14AI11,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,51dacde49bd74ffb8eb3ce052c48ebc4332fc793734712b99189d79943910160,ITIT13IU21,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,8c910d8c56f0ed8ba1e5211e2623acf90410f4da85003c2b362e360627c04feb,ITIT14IU21,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,1c2ae95883e5b8c236d051c0ae93f0c7f836af1ac70e927d44849116fd97ccaa,ITIT14IU21,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,5d14a938077ed7c39fc835f35840d4d1e74002e08680fe0bfaa6ae7eb64b88be,ITIT14IU21,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,07ef4b347c599045199d712b617f54b45de295c9f5647fc90dbda5963534310b,ITIT14IU11,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,4f32f427406d63e6c6cfdb20289716cbd6389680d7d943ed8792b3f8fcb44b87,ITIT14IU21,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,9bcfd5ee04e4ff6d9e24b5ab5aec06dc47c0cb25a6bd60c7861b7e5bbcb850dc,ITIT14UN11,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,e15c410f4a354f462e27438185705e9257f1112db4e46bd04cad278953804a37,ITIT13WE11,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,01cd47faf96ee5a47385a00f27cf73ed1ebea5ae5db130f1890b12e81e9e434d,ITIT14WE11,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,9876223fe7cfd5cc18976919c33e86d73f021088f96221997a14c9d66ad74fdb,CECE13IU21,0
142,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,515a4c8deada6d32c538afbadec2a67ca0568e1831faca4388d924e86bc8f4e7,EEEE13IU11,0
142,d9755f132e33199a06926e95cc7c710f72c542f97f18ec610f3a0bece36ff408,5e7364b65fdc29ae93a7cd47c366bdcf90fe2f9de427241df40454f0095989ae,ITCE13RG11,0
142,d9755f132e33199a06926e95cc7c710f72c542f97f18ec610f3a0bece36ff408,a3ddf6641c1c6e30ad2fd9fc6c4c443501809b784e17a9ee93728b3a842501fd,ITIT13IU31,0
142,d9755f132e33199a06926e95cc7c710f72c542f97f18ec610f3a0bece36ff408,4db3bb1651b56832983816b1b5bf7e55584a53d08b8a815cc79060cf589bac34,ITIT13IU21,0
142,fa1a510b55fb2b19117814ad54b6bc8c6b0122a940d6b8a3366801d30a411cc2,a3ddf6641c1c6e30ad2fd9fc6c4c443501809b784e17a9ee93728b3a842501fd,ITIT13IU31,0
142,fa1a510b55fb2b19117814ad54b6bc8c6b0122a940d6b8a3366801d30a411cc2,905c002099a0d8b6dddb808cda66b3e9419eac841d43933b7c9fef3ff059ad8f,ITIT13IU11,0
142,dd26693786d9143a149d60dca4212a35b410e042bc5a3e4265c42450c348ef45,bbf9e7ccdbcc9f3ecf421e332f05838f99f5c3855481a6622f059c3f9494eb19,ITIT12IU31,0
142,dd26693786d9143a149d60dca4212a35b410e042bc5a3e4265c42450c348ef45,a3ddf6641c1c6e30ad2fd9fc6c4c443501809b784e17a9ee93728b3a842501fd,ITIT13IU31,0
142,92b12b22399c79d38d2be58dfea4e889e045a45ba5efc60849098cef510daa0e,a3ddf6641c1c6e30ad2fd9fc6c4c443501809b784e17a9ee93728b3a842501fd,ITIT13IU31,0
142,6316836088cb5330b241ec7c1e32db67298b4bb7fd7e17da86c9f4609757f0ca,d7e1dce0696fb7c3ea9e5a39a414dcb5e845373f85eeb6694dd046adb0847bf0,IT08CS1,0
142,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,fe24cad4504cbc78a937f546261143de8aed8c4790d1b8b036c66babda59c64c,ITIT13IU21,0
142,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,b7f25cca865902b71ac26bc942429405ec166532f8666c99b30c1182eb97a7af,ITCE13SB11,0
142,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,f652ca1c153efc35e60c1d49cca6b1a7f16d4624094562439763c2f2ce629c2c,ITIT12WE51,0
142,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,ab1a9a0b291f1a779589b3667fd009b6f42e5be0c14fea7365b1ac53fd9dc41b,ITIT13WE31,0
142,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,51dacde49bd74ffb8eb3ce052c48ebc4332fc793734712b99189d79943910160,ITIT13IU21,0
142,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,9439b6ca72e8abe9b70f3fafba15e3e383d3a3b0f0968687ae6c646dff182b24,ITIT13IU21,0
143,a99d0bdbe4094110bb00c39b5b70e06e8709b716d22e4965abf450bf371f3d16,ab381cc202ab2dca35cfec29a3a24d74f6c57114ecf10e67fdc67d282a2da5e8,ITCS10IU11,0
143,a99d0bdbe4094110bb00c39b5b70e06e8709b716d22e4965abf450bf371f3d16,00f72b2b8a110a7b39ed213ca5cb081e6765e7f8bb16c1c298dc14cc497feea1,IT08NE11,0
143,a99d0bdbe4094110bb00c39b5b70e06e8709b716d22e4965abf450bf371f3d16,b8c4ef6ee27f740e6f8c310b52d96b9c366b890b10196bb7bb58baaf6214503c,IT09NE11,0
143,a99d0bdbe4094110bb00c39b5b70e06e8709b716d22e4965abf450bf371f3d16,0a6acc6a69a3e57a3b08a675848b55639f529cd16c75544032ee9c1ce2234df6,IT09CS11,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,c30fdf313c763e18bc92e143aaf6402c6e9b42c3e8296c4fcf19a4b8651f49a8,ITIT14UA21,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,a851f75372d34ccd79d09c89001941e3145b110ec2125dded5b623295864ad43,ITIT14IU11,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,8c910d8c56f0ed8ba1e5211e2623acf90410f4da85003c2b362e360627c04feb,ITIT14IU21,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,b24c0e66355ceda5cd7c70e1f76ba900f7ace20ee250ff48a58c439e85724b3f,ITIT14IU21,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,2225b47bf8fb3a87fb10bc96c1a9e5304969996424959742b5ae82004a465d6c,ITIT14IU11,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,74f2fafa561cd046f35ecbb2aaa10f2ca026c0f57ec72572e99604743d020355,ITIT14IU21,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,d0867999b6739397c000282ac81a7191744966317703c572a4ae1fd8fbe4554e,ITIT14IU21,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,ea568fdcb6c343fdaf7936519048629813c05c08d0db8b49d8305cb094fc9ce7,ITIT14IU11,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,aa7342fa6933815b8e3ec5e568bdef137bd6a63f93aec61984e446efa8f9743f,ITIT14IU11,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,f981d3d7522404aee9fa75b0b36c0fa3271f1813f62c6416a906a14313eaccda,ITIT14RG21,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,1c22d4af9160f97047331828b9ff18eff63064121d926139748de0becd23e109,ITIT14IU21,0
143,eb499afb178361c923a9db5e80e11ac50dcd614ecd183f0a64d2504b24bbbd79,d37a0798e9be823d7f513681ed6719f63595d56df37c51e0ab8a4fe35dbbb245,ITIT14WE11,0
143,f271aca491154e31e06d78adcb5bcea02630bc1c1dfeba5a08e0aec918c05d13,933fb1697e1eb5fdaa75a3123329ba6016143f9e5a05fa235b0ac5980c43072e,ITIT12IU21,0
151,65bbe7e0acbb2440036b7c6653e0c394b56d6697112510be153f1a089a2a6e80,61e6f950989e9f6b8fa29e0c403f8a753373fad9fc9acfe2c2d2dde8f3d5dcd0,ITIT14UN11,0
151,38fff3dd5a895628ad29e26eaff7556a49403d3c52e08a88792fd21fc299f5c5,61e6f950989e9f6b8fa29e0c403f8a753373fad9fc9acfe2c2d2dde8f3d5dcd0,ITIT14UN11,0
151,4e5a361bef3e32cf763dbf8bb0724035762b56bd369eff8715671511199cf19b,079f37b685de17e54313364b7a57ecd965910e6239e977994d35dae5dbb986a8,ITCS11IU31,0
151,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,00f72b2b8a110a7b39ed213ca5cb081e6765e7f8bb16c1c298dc14cc497feea1,IT08NE11,0
151,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,8b19cdcf6f2776e884fd2c1d8ef7a62c7a535aaf884a31b205db47b75951c711,IT09NE11,0
151,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,a33b7c264cf612c13bf843e9f1da2b1b3586471d8386b98dc76b4ec64c5421d9,IT09NE11,0
151,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,5d9575464928292ef51ab293781c5e8da0106da8dfef698493591c3021749133,IT09NE11,0
151,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,8fc6e8a9dcbbc06d1f403ddde9004e847dc67e8014ca09b6b4678d0edb156dfd,ITCS10IU11,0
151,834ed898745df510c13b66043bc73bcc16cbd4119ba045ae66418f3aafd45eeb,15eebb06adb4ec94ab17bf2dfbf0f8af93f361dede5f5e3edb6313f42bfb5803,ITIT10NE1,0
151,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,aa7342fa6933815b8e3ec5e568bdef137bd6a63f93aec61984e446efa8f9743f,ITIT14IU11,0
151,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,13c162259d4908b5506e76430dd0dc1c4c4c31e26865a04757109b19ed250acd,ITIT15SB31,0
151,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,8c910d8c56f0ed8ba1e5211e2623acf90410f4da85003c2b362e360627c04feb,ITIT14IU21,0
151,15d9f096a34292fabff0ba1404adceaaeba32ccc260e13729e7744488365933e,5d14a938077ed7c39fc835f35840d4d1e74002e08680fe0bfaa6ae7eb64b88be,ITIT14IU21,0
151,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,66ca1918f902b3c07b91b32741f84aceca3cc55466fbab1c159a08c3b57d6de1,ITIT13IU41,0
151,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,de7815dc40a2784bec58b49bfac3afb5b205ba6e292ffeff2386d0822a55c315,ITIT14UN31,0
151,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,15d170847cf011d36a3f3ff6c251e44c45e995cbf7f66c0ebaec4ac5dc602334,ITIT13IU11,0
151,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,b459f91e886972c2bd589f105ee526444ae027b211224ef9bd253aa9b8483be1,ITIT14IU21,0
151,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,b24c0e66355ceda5cd7c70e1f76ba900f7ace20ee250ff48a58c439e85724b3f,ITIT14IU21,0
151,7243a692b744b312abfd486e22b4e83d0937628a30f18304f0be5cfe16b467e3,d0867999b6739397c000282ac81a7191744966317703c572a4ae1fd8fbe4554e,ITIT14IU21,0
151,76209dc917943083515d7d29145154ba011c8af33a5219f0bcee74b7fb13ab71,a83c49f96255508356e05bc1d32d79817198e4615b023ca3923eeba9ec9f2128,ITCS10IU21,0
151,76209dc917943083515d7d29145154ba011c8af33a5219f0bcee74b7fb13ab71,f647d25efdfe9ef19cf063fa40b3618d03d33ec9430c0ceba733554a9eb0f95c,IT09NE11,0
151,7c257c7c878c44c0929cb23d8d1fbf04903a6bd00c11db82e09d20fa5a4f03aa,24f5c3471e89b36f0cf3ade0da4c6e58b30bb0e69be0a8124f78fe5fcd4a0344,ITIT12IU21,0
151,ff7ab309b32c3f8ed04f5704256f44f3e5131a55ad119b8ab3b6658c746434af,0a6acc6a69a3e57a3b08a675848b55639f529cd16c75544032ee9c1ce2234df6,IT09CS11,0
